temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth,generated_power_kw
1.28,84,1011,0.3,0.35,100,0,6,100,169.99,43.01,298.5,47.38,299.1,42.38,298.96,45.36,21.639563,62.273365,196.06981,769.56467
2.37,82,1010.2,0.3,0.28,100,0,65,100,202.03,48.7,318.3,52.6,319.44,48.5,319.21,49.68,33.244549,66.784438,210.85274,411.2987
2.27,79,1010.6,0.4,0.14,100,0,66,100,234.96,46.01,322.95,50.26,324.03,46.08,323.58,49.68,46.568426,73.658816,223.92748,435.15191
1.71,79,1010.5,0.4,0.14,100,0,71,100,136.17,41.94,327.26,46.98,329.11,42.05,327.94,52.2,56.223037,79.484072,232.11495,46.973611
-1.93,92,1017.1,0.4,0,100,0,0,100,5.34,41.75,315.7,48.77,319.49,42.02,316.74,51.84,46.335509,73.407935,136.14697,0.88722222
-0.92,87,1018.8,0.3,0,100,0,0,100,115.7,40.49,316.8,45.22,319.84,40.76,317.15,48.6,32.985843,66.531452,149.26133,38.837352
0.03,85,1018.7,0,0,82,0,0,82,258.1,40.61,322.93,43.15,324.85,39.89,323.44,46.08,21.355186,62.028042,164.09888,43.892087
0.99,85,1018.2,0,0,70,0,0,70,366.68,40.76,335.47,43.06,336.86,40.13,336.19,45.72,15.883609,60.454572,180.07755,68.468864
1.78,74,1017.7,0,0,100,0,0,100,267,41.32,341.72,44.52,342.59,42.24,342.65,48.24,21.435635,62.039372,196.05492,44.855
2.18,74,1018.3,0,0,100,0,0,100,250.09,40.9,343.64,44.65,343.61,41.59,343.92,48.6,33.093417,66.552385,210.88991,26.84328
2.64,72,1018.5,0,0,100,0,10,100,195.8,39.3,351.57,43.58,352.41,40.32,352.3,45.36,46.453577,73.435836,224.0033,21.373333
2.73,73,1018.1,0,0,73,0,10,73,169.1,39.25,358.42,44.28,359.53,39.96,359.48,43.2,60.192626,81.949616,235.34236,9.8601908
-2.99,94,1027.7,0,0.07,100,0,0,100,0,15.58,353.37,16.92,1.22,15.99,352.23,32.4,60.221244,81.866205,124.52181,39.840833
-3.27,96,1028.5,0,0,100,0,0,100,4.45,14.76,360,15.39,10.78,14.76,1.4,24.84,46.343508,73.251867,135.95831,193.89462
-2.62,90,1029.9,0,0,100,0,0,100,103.24,14.41,12.99,14.59,15.75,13.56,10.71,23.76,32.94899,66.347052,149.09564,674.70417
-1.26,83,1029.4,0,0,100,0,0,100,270.56,18.68,25.08,18.51,26.57,17.55,25.51,29.88,21.285403,61.832247,163.89503,1512.4509
-0.13,79,1029.2,0,0,78,0,0,78,405.84,23.83,26.95,24.65,28.81,23.85,28.89,29.52,15.660676,60.223538,180.00632,2386.7665
2.33,64,1027.9,0,0,10,0,0,10,473.48,21.63,18.43,21.53,20.56,20.39,20.67,26.28,21.230043,61.800135,196.04466,1902.4103
3.12,59,1027.2,0,0,0,0,0,0,488.61,22.55,16.7,22.55,19.59,21.41,19.65,25.2,32.943347,66.316032,210.9328,1494.7838
3.52,54,1027,0,0,0,0,0,0,499.29,22.18,13.13,22.45,15.82,21.22,14.74,23.76,46.340854,73.20948,224.08532,507.36284
3.58,54,1027,0,0,0,0,0,0,420.97,22.51,7.35,22.96,9.02,21.79,7.59,27,60.107916,81.737581,235.45124,112.26474
3.17,56,1026.9,0,0,0,0,0,0,299.93,22.01,3.75,23.54,6.15,22.03,4.69,27.72,107.42,118.85498,215.01312,26.661348
-2.86,68,1032.4,0,0,9,0,9,0,0,5.4,360,13.44,20.38,4.9,17.1,20.88,60.256318,81.730486,124.31812,480.965
-2.79,70,1032.2,0,0,70,0,70,0,8.01,5.86,349.38,12.66,14.83,4.74,351.25,20.88,46.348278,73.089398,135.7684,1610.4259
-0.48,62,1031.9,0,0,0,0,0,0,140.62,9.72,360,11.53,14.47,8.64,360,24.48,32.908601,66.156198,148.9297,2332.3159
0.86,54,1032.8,0,0,0,0,0,0,291.03,15.63,14.68,15.73,15.95,14.41,12.99,28.44,21.111896,61.59907,163.84708,2664.7049
2.62,45,1031.7,0,0,0,0,0,0,412.07,18.67,19.13,18.92,21.19,18.33,19.5,34.92,15.432475,59.986603,179.93814,2899.872
3.86,47,1031,0,0,0,0,0,0,502.85,20.61,27.01,22.91,30.19,19.97,27.95,30.6,21.023016,61.555764,196.03911,2822.5761
5.02,44,1030.6,0,0,0,0,0,0,526.88,21.43,29.15,24.2,30.38,20.95,28.77,30.96,32.737846,66.05026,210.9194,2520.3628
5.72,44,1030.7,0,0,0,0,0,0,494.84,21.41,27,24.65,28.81,19.97,25.64,33.84,46.230416,72.979873,224.17356,1566.4214
5.68,48,1029.7,0,0,0,0,0,0,414.74,19.67,23.75,23.02,26.97,20.14,24.27,31.32,60.025904,81.522951,235.56645,232.96167
5.14,55,1030,0,0,0,0,0,0,295.48,16.85,19.98,20.95,24.36,17.65,20.28,29.16,107.50654,118.67814,215.01028,34.047386
-3.08,96,1035.7,0,0,100,0,0,100,0,5.4,360,7.42,14.04,5.04,360,6.48,60.288403,81.588518,124.11262,451.43028
-3.9,100,1036.9,0,0,49,0,0,49,8.01,4.74,8.75,6.16,6.71,5.86,10.62,5.76,46.349846,72.920584,135.57732,457.51195
-1.45,75,1036.7,0,0,25,0,25,7,141.51,7.79,33.69,8.53,27.65,6.61,29.36,11.88,32.864753,65.958959,148.7636,2283.9918
0.9,50,1035.2,0,0,1,0,1,0,299.04,11.11,24.9,11.17,20.77,10.37,20.32,20.52,20.983902,61.37517,163.72313,2709.7533
2.45,44,1034.6,0,0,0,0,0,0,423.64,15.46,24.78,15.51,21.8,14.37,22.07,26.28,15.19911,59.743863,179.87309,2898.309
4.01,45,1033.4,0,0,93,12,93,0,489.5,19.48,16.09,20.18,15.52,18.95,14.3,29.16,20.814784,61.306367,196.03833,2839.5309
4.94,40,1032.5,0,0,0.3,1,0,0,530.44,21.13,13.8,22.45,15.82,20.78,14.04,29.16,32.647237,65.830907,211.03592,2517.6672
5.6,38,1032.2,0,0,1.2,4,0,0,506.41,22.01,15.17,23,17.3,21.66,15.42,31.68,46.126298,72.749556,224.27123,1643.3694
5.72,38,1031.7,0,0,1.2,4,0,0,429.87,22.7,14.7,24.72,16.06,22.7,14.7,31.68,60.063468,81.381671,235.77953,240.32569
5.23,40,1030.9,0,0,0.6,2,0,0,312.39,20.62,12.09,23.75,14.04,21.05,12.85,30.96,107.59409,118.49663,215.01105,12.823696
0.22,34,1031.9,0,0,0,0,0,0,0,11.53,345.53,15.48,358.67,10.18,351.87,27.72,60.317494,81.440343,123.90539,622.10833
0.63,37,1032.3,0,0,0,0,0,0,8.01,10.74,346.43,14.04,360,9.78,353.66,27.36,46.348249,72.745483,135.38514,1555.0839
3.36,35,1032.1,0,0,0,0,0,0,135.28,9.69,344.93,12.96,358.41,6.88,353.99,25.92,32.817529,65.755409,148.59741,2207.8295
4.66,31,1032.2,0,0,0,0,0,0,290.14,11.88,360,12.25,358.32,10.14,6.12,25.92,20.851847,61.145105,163.60056,2033.3861
5.7,31,1031.4,0,0,2,0,2,0,419.19,13.63,12.2,13.49,9.21,13.01,14.42,24.12,14.96069,59.495415,179.81123,1495.0268
6.77,51,1030.7,0,0,0,0,0,0,495.73,14.78,2.79,16.92,360,15.5,2.66,20.88,20.605587,61.052056,196.04239,1601.2917
7.57,51,1030.4,0,0,0,0,0,0,524.21,16.6,3.73,18.36,1.12,17.31,3.58,23.04,32.501613,65.582372,211.09624,1587.797
7.9,49,1030.5,0,0,0,0,0,0,498.4,17.02,6.07,18.45,5.6,17.37,5.95,24.48,46.017,72.511392,224.36879,900.9568
7.61,52,1029.5,0,0,0,0,0,0,421.86,17.06,7.28,18.89,7.67,16.39,8.84,24.48,59.870431,81.086397,235.81581,175.41141
6.84,55,1030.3,0,0,0.3,1,0,0,302.6,15.68,9.25,19.71,9.46,16.45,10.08,24.12,107.68261,118.31051,215.01532,25.198679
-0.22,97,1032.8,0,0,70,43,2,70,0,0.36,180,14.83,60.95,9.16,225,21.6,60.343597,81.28601,123.69653,65.334722
0.4,94,1033.1,0,0,100,68,12,100,8.9,1.3,326.31,11.09,54.25,6.95,248.75,20.52,46.343532,72.564164,135.19193,128.55614
1.97,88,1032.9,0,0,100,51,1,100,133.5,5.86,42.51,6.7,53.75,3.89,33.69,14.76,32.767024,65.545625,148.43117,213.53037
3.69,78,1032,0,0,7,14,3,7,302.6,10.23,39.29,10.01,37.69,8.29,34.38,18.72,20.715871,60.908964,163.47942,529.23609
5.35,71,1031.2,0,0,0.9,3,0,0,427.2,12.77,21.5,12.98,19.44,12.18,18.97,18,14.717325,59.241358,179.75263,801.21361
7.23,65,1030.5,0,0,0.3,1,0,0,501.07,16.6,24.34,17.71,26.57,15.94,25.41,24.12,20.395668,60.792939,196.05134,1120.3043
8.01,64,1029.9,0,0,0.3,1,0,0,525.99,18.46,20.56,20.14,24.27,17.92,22.44,24.12,32.357883,65.330014,211.16246,522.36722
8.15,64,1030.1,0,0,0,0,0,0,499.29,21.53,20.56,23.73,22.29,20.86,21.25,25.56,45.91431,72.272754,224.47579,694.42378
7.73,65,1028.8,0,0,0,0,0,0,422.75,20.43,14.28,22.35,14.93,20.08,14.53,23.4,59.797177,80.864708,235.94993,197.23395
6.98,69,1028.6,0,0,0,0,0,0,304.38,19.88,5.19,22.42,5.53,19.92,6.23,21.6,107.77202,118.11981,215.023,29.081699
-2.11,97,1031,0,0,12,0,0,12,0,4.68,247.38,2.41,296.57,5.94,255.96,3.6,60.366723,81.125573,123.48612,600.64111
-1.73,91,1030.6,0,0,3,0,0,3,9.79,4.21,289.98,5.69,341.57,7.17,287.53,5.4,46.335747,72.376696,134.99776,1563.6986
2.06,75,1030.4,0,0,0,0,0,0,147.74,6.73,344.48,8.91,345.96,8.71,330.26,16.2,32.713338,65.32969,148.26495,2254.5837
4.49,63,1029.2,0,0,0,0,0,0,307.94,12.62,356.73,13.32,358.45,12.98,356.82,19.44,20.576122,60.666838,163.35977,2634.1726
5.72,51,1028.1,0,0,0,0,0,0,435.21,14.78,357.21,15.14,357.27,14.4,358.57,21.96,14.469131,58.981793,179.69734,2805.2676
6.46,64,1027.4,0,0,0,0,0,0,515.31,15.33,350.54,16.1,349.7,15.04,348.96,22.68,20.185275,60.529128,196.06522,2768.1883
7.7,50,1026.4,0,0,0,0,0,0,542.9,15.54,346.61,16.77,345.07,15.63,345.32,21.6,32.216246,65.073948,211.23459,2471.2245
8.44,49,1025.7,0,0,0,0,0,0,512.64,16.52,348.69,17.73,347.09,16.24,347.2,19.8,45.814478,72.03134,224.58904,1233.002
8.25,53,1025.1,0,0,0.3,1,0,0,432.54,20.01,351.72,21.9,350.54,20.01,351.72,24.48,59.727037,80.640895,236.09029,279.1891
7.62,58,1025,0,0,0,0,0,0,313.28,20.77,351.03,24.03,351.38,20.77,351.03,24.48,107.86229,117.92459,215.03395,44.6431
3.41,89,1021.2,0,0,100,76,72,100,0,18.12,290.96,28.69,293.67,20.33,292.93,26.64,60.386895,80.959094,123.27422,469.03596
4.89,78,1019.7,0,0,100,3,0,100,8.01,21.19,290.9,30.96,293.29,23.07,292.96,33.12,46.319282,72.180929,134.80919,1433.8985
6.01,71,1019,0,0,100,3,0,100,67.64,24.54,292.43,31.77,293.37,24.49,294.3,42.48,32.656581,65.10769,148.09878,1932.6989
7.08,57,1018,0,0,100,4,0,100,135.28,27.24,299.28,33.4,300.43,26.49,301.1,39.24,20.432759,60.418821,163.24165,1754.4959
8.39,47,1016.6,0,0,91,8,0,91,358.67,31.45,303.33,38.55,302.8,30.85,304.06,44.28,14.216229,58.716822,179.64539,612.54616
9.78,41,1014.7,0,0,6.3,21,0,0,497.51,31.56,295.69,37.36,295.08,33.82,295.2,41.76,19.974663,60.260732,196.08408,115.7372
10.82,54,1013.4,0,0,35,28,0,35,523.32,33.65,296.02,40.26,295.42,36.71,295.56,46.44,32.0769,64.814288,211.31266,209.28936
11.48,58,1012,0,0,20,28,20,0,435.21,37.36,295.08,45.09,295.54,40.43,294.74,51.84,45.717632,71.787259,224.70855,178.17393
11.4,67,1011,0,0,37,30,37,3,424.53,43.39,292.95,53.75,292.44,47.33,291.88,56.16,59.660096,80.415065,236.23686,240.54478
10.43,75,1010.4,0,0,16,24,16,6,292.81,46.06,291.55,59.37,290.96,51.15,290.6,61.56,121.4087,128.41537,247.49936,3.9839181
6.23,87,1003.4,0,0,100,14,0,100,0,43.73,292.77,59.57,292.38,44.72,292.23,69.48,60.40414,80.786641,123.0609,212.73694
6.5,85,1003,0,0,100,17,0,100,11.57,45.46,290.87,60.97,291.11,46.27,290.97,71.28,46.311223,71.983628,134.60677,928.17262
7.27,80,1002.8,0,0,100,7,0,100,131.72,47.66,291.72,63.64,291.92,48.8,291.64,72.36,32.596869,64.879712,147.93271,814.1026
8.06,77,1002.1,0,0,100,14,0,100,251.87,48.6,292.2,64.11,292.1,48.93,292.04,73.08,20.285948,60.165007,163.12509,1170.5806
8.78,74,1001.3,0,0,100,28,0,100,390.71,48.94,296.19,62.95,296.13,48.78,296.75,72.36,13.958742,58.446545,179.59682,751.5643
10.41,81,1001.9,0.1,0,78,3,0,78,480.6,47.52,294.62,61.35,295.36,47.35,295.2,70.2,19.764091,59.98786,196.10794,258.036
11.15,78,1000.9,0.1,0,26,1,2,26,527.77,47.23,293.83,60.24,294.73,47.04,294.41,67.32,32.048902,64.596977,211.5193,77.371552
11.65,77,1000.3,0.2,0,19,3,5,19,503.74,43.86,290.67,55.83,290.77,43.4,290.39,63.36,45.735938,71.602733,224.93703,151.54448
11.42,81,999.2,0,0,100,3,0,100,407.62,43.12,292.07,54.55,292.5,42.12,292.62,61.92,59.706246,80.258856,236.4755,3.274586
10.83,82,998.3,0,0,100,9,0,100,289.25,42.05,291.07,55.16,291.04,42.39,290.9,65.16,108.04516,117.52077,215.06522,5.625
2.12,90,997.5,0.8,0.63,100,0,100,100,0,36.93,316.97,49.16,317.08,36.95,317.76,51.48,60.418493,80.608283,122.84624,365.87528
1.28,91,998.5,0.3,0.21,100,0,0,100,9.79,36.74,318.97,45.73,319.79,35.73,319.09,49.68,46.294625,71.778193,134.41003,1020.2754
1.12,90,1000.9,0,0.28,100,0,0,100,78.32,35.97,318.65,44.64,318.6,34.88,316.25,48.24,32.534323,64.64585,147.76675,2046.7212
1.02,87,1001.9,0,0.21,100,0,3,100,124.6,37.97,317.69,45.12,317.91,34.62,315,50.04,20.135863,59.905494,163.01011,1770.4435
1.07,84,1002.3,0,0.07,100,0,0,100,161.98,38.72,317.26,45.87,317.54,35.13,314.17,51.12,13.6968,58.171065,179.55167,1479.5331
1.86,74,1002.7,0,0.07,100,0,60,100,194.91,39.46,324.28,46.93,325.94,36.37,324.26,51.48,19.553826,59.71062,196.13685,1197.0767
2.35,74,1003.7,0.1,0.14,100,0,69,100,215.38,40.35,325.18,48.33,326.55,37.16,324.46,51.84,31.80585,64.284634,211.48668,1779.7003
1.9,72,1004.8,0.2,0.14,100,0,65,100,240.3,41.35,324.93,49.82,326.2,38.67,324.09,53.64,45.533375,71.291532,224.96626,2084.9414
1.83,70,1004.8,0.2,0.14,100,0,64,100,207.37,39.6,323.13,47.46,324.26,36.66,321.78,50.76,59.507561,79.939434,236.5258,366.52784
1.31,69,1005.6,0.1,0.07,100,0,52,100,130.83,39.19,321.34,47.81,322.96,36.55,320.19,50.4,121.63592,127.97644,247.69716,37.264069
-3.58,93,1016.7,0,0,100,0,0,100,0,40.78,312.14,46.84,314.38,40.49,313.2,50.04,60.429995,80.424097,122.63029,612.4965
-3.44,92,1016.8,0,0,100,0,0,100,13.35,41.86,310.82,47.37,313.15,41.05,311.8,52.56,46.275239,71.566938,134.21253,1516.1773
-2.04,89,1017.6,0,0,100,0,0,100,155.75,45.36,312.43,49.9,313.83,44.83,313.05,54,32.469073,64.406196,147.60095,2128.6253
-0.62,81,1017,0,0,33,0,0,33,313.28,49.55,319.71,52.74,321.1,48.63,321.01,56.88,19.982686,59.640378,162.89674,2607.9262
0.15,78,1016.6,0,0,15,0,0,15,302.6,53.03,325.23,56.31,326.21,52.12,325.98,59.04,13.430535,57.890485,179.50996,2741.3694
1.62,61,1017.6,0,0,10,0,0,10,234.07,48.14,332.86,49.75,333.81,46.05,334.04,54.36,19.317454,59.422163,196.12655,1843.9107
3.29,51,1016.7,0,0,10,0,0,10,527.77,48.31,332.48,50.07,333.07,47.01,333.63,55.08,31.674525,64.014859,211.58263,1555.8217
3.43,53,1016.4,0,0,10,0,0,10,501.96,45.83,327.18,47.85,328.22,43.96,328.39,51.48,45.432519,71.033324,225.09076,1418.3475
2.82,58,1016.6,0,0,41,0,0,41,223.39,44.83,325.8,47.63,327.03,42.94,326.98,49.68,59.479207,79.726485,236.71346,325.89532
0.03,86,1014.9,0.3,0,100,0,100,100,0,31,282.75,37.11,284.04,31.44,283.24,36,60.438692,80.234163,122.4131,109.07939
-0.02,86,1013.9,0.3,0,100,0,100,100,9.79,29.96,274.13,33.99,275.47,29.22,273.53,38.88,46.253147,71.349955,134.0143,232.56139
1.44,79,1013.6,0.3,0,100,0,100,100,73.87,32.43,272.54,35.01,274.13,31.35,272.63,39.96,32.40125,64.160846,147.43533,696.74
2.38,72,1012.4,0.1,0,100,0,100,100,195.8,37.81,268.91,39.97,268.97,36.39,267.73,47.52,19.826606,59.36976,162.785,424.49561
2.74,73,1010.6,0,0,100,0,100,100,312.39,45.74,268.2,48.67,267.03,44.35,266.74,54.36,13.160088,57.604906,179.47171,162.37921
2.88,82,1008.8,0.3,0.14,100,0,100,100,187.79,49.76,250.12,56.13,250.52,50.69,249.63,59.04,19.135323,59.143466,196.20988,1199.4147
4.52,75,1007,0.4,0,100,0,42,100,236.74,52.97,260.22,57.23,260.95,52.62,260.15,56.88,31.479666,63.712438,211.6126,344.17139
3.51,81,1006.8,0.2,0,100,0,100,100,227.84,51.84,270,55.8,270,50.76,269.59,53.28,45.362445,70.786411,225.24875,662.075
4.82,77,1005.3,0.3,0,100,0,100,100,236.74,47.47,276.53,51.49,276.83,46.71,276.19,51.12,59.532164,79.563047,236.96753,136.57458
5.33,76,1004.8,0,0,43,0,43,25,317.73,48.47,285.07,51.78,284.91,47.24,284.57,52.92,108.32456,116.88234,215.13356,38.921569
-0.67,93,1007.9,0.1,0.21,100,0,0,100,0,40.93,320.71,47.24,322.43,41.27,321.73,50.4,60.444631,80.038564,122.19472,214.66867
-0.78,93,1008.1,0,0.21,100,0,0,100,10.68,39.22,316.49,44.13,318.64,38.75,318.01,44.64,46.228438,71.127335,133.81536,435.98026
-0.22,87,1008.3,0,0.28,100,0,0,100,110.36,39.71,315,43.04,316.69,38.7,315.75,44.64,32.330991,63.909899,147.26989,540.26354
0.54,82,1008.1,0,0.07,85,0,0,85,278.57,38.95,313.88,40.48,314.64,37.93,314.62,43.92,19.667821,59.093739,162.6749,609.03444
1.41,81,1007.8,0,0,83,0,0,83,423.64,38.2,313.47,39.72,313.53,36.92,313.81,43.56,12.885606,57.314435,179.43696,1231.1073
3.11,83,1004.3,0.1,0.14,78,0,0,78,298.15,37.92,289.98,43.83,289.18,37.69,287.22,48.6,18.92766,58.853769,196.25404,1338.748
3.79,80,1003.3,0,0.07,100,0,0,100,231.4,40.35,285.52,47.33,284.99,41.04,283.18,51.12,31.421212,63.465959,211.79247,1533.5819
4.08,80,1003,0,0,100,0,0,100,270.56,42.35,284.27,50.03,283.74,43.85,282.32,51.84,45.282242,70.530584,225.39924,274.12224
3.5,82,1001.6,0,0.14,91,0,0,91,205.59,44.4,288.43,52.49,287.57,44.9,285.82,54,59.375875,79.259153,237.06142,209.04958
-4.33,92,1010.1,0,0,70,0,0,70,167.32,54.4,346.61,61.43,348.16,53.97,346.89,64.8,32.258436,63.653454,147.10466,61.186944
-2.87,87,1009.8,0,0,100,0,0,100,239.41,61.18,353.92,66.88,354.75,61.11,354.59,66.24,19.506537,58.812419,162.56645,37.113781
-2.28,83,1009.6,0.1,0,88,0,0,88,217.16,59.89,356.21,64.9,356.82,59.13,356.86,64.08,12.60724,57.019174,179.4057,44.916886
-1.54,70,1010.7,0.1,0,100,0,0,100,241.19,53.46,8.13,56.88,9.1,52.85,9.01,57.24,18.721458,58.560135,196.30333,63.474352
-0.75,65,1011.2,0.1,0,100,0,6,100,374.69,55.92,11.89,59.39,12.6,55.64,12.33,59.76,30.544968,62.841885,211.10917,11.048742
-1.28,66,1011.8,0,0,100,0,10,100,440.55,55.63,15.39,58.8,15.99,55.04,15.95,61.92,45.161802,70.236172,225.53255,3.5764493
-3.39,93,1020.5,0,0.21,100,0,0,100,140.62,45.32,353.16,49.84,355.44,45.6,354.11,52.92,32.183729,63.391612,146.93965,0.009444444
-2,83,1020,0,0,100,0,0,100,257.21,48.97,0.84,52.59,1.96,48.98,1.68,58.68,12.325154,56.719231,179.37797,199.56072
-1.15,72,1020.7,0,0,100,0,0,100,226.95,50.06,7.02,53.81,8.08,49.54,8.78,60.12,18.517028,58.262676,196.35775,621.0319
-0.47,63,1020.4,0,0,98,0,0,98,271.45,47.2,7.45,50.72,9.4,46.76,9.75,58.32,31.181577,62.905312,212.02621,1270.4655
0.44,54,1020.1,0,0,59,0,0,59,260.77,52.32,10.3,56.55,11.38,51.9,12.01,59.76,45.132854,70.012901,225.71852,378.96399
0.35,55,1019.2,0,0,100,0,0,100,232.29,49.07,3.79,52.77,5.09,48.14,6.01,57.6,59.406217,78.86659,237.52286,155.8639
0.36,55,1018.9,0,0,41,0,0,41,186.01,49.35,2.09,54.82,3.39,49.09,4.21,57.24,71.2682,86.993045,246.27917,16.274753
-4.02,92,1017.4,0.1,0.28,100,0,0,100,0,38.98,338.89,43.26,341.57,39.06,340.06,42.84,60.56588,79.500057,121.44417,60.412381
-3.82,92,1018.1,0.1,0.21,100,0,0,100,13.35,34.86,343.81,38.07,346.88,34.23,345.38,39.96,46.139505,70.426622,133.21466,213.16447
-3.09,91,1018.8,0.1,0.21,100,0,0,100,105.02,32.14,4.5,34.03,6.07,31.85,5.84,36,32.107017,63.124478,146.77487,411.75982
-2.66,77,1018.7,0,0.07,84,0,0,84,187.79,27.61,12.04,28.04,12.61,26.98,13.11,30.6,19.17733,58.234292,162.35456,946.81661
-1.64,62,1018.1,0,0,10,0,0,10,351.55,29.66,10.49,30.15,11.71,29.09,12.14,35.64,12.039518,56.414712,179.35378,770.66778
-4.53,93,1021,0.4,0.21,100,4,2,100,0,28.45,1.45,31.01,3.33,28.46,2.17,34.92,60.561577,79.28291,121.22141,0.22459016
-3.84,92,1021.3,0.3,0.28,100,2,0,100,18.69,32.56,5.71,36.05,8.62,32.64,6.97,33.12,46.087246,70.172966,133.03046,65.507917
-3.47,87,1021.4,0.2,0.14,100,2,1,100,149.52,32.36,25.71,33.81,26.57,32.52,26.28,30.6,32.028452,62.852156,146.61033,69.335871
-2.61,75,1021.7,0.1,0,100,2,39,100,283.02,29.52,30,30.32,29.91,29.52,30,28.08,19.009858,57.937698,162.25112,179.29113
-1.77,70,1022,0,0,75,0,75,74,362.23,28.26,34.09,28.56,33.69,28.06,33.49,28.08,11.750513,56.105725,179.33314,509.22694
-0.1,64,1020.2,0,0,100,0,92,100,453.01,30.93,39.81,31.39,40.82,29.87,40.6,32.04,18.114796,57.656717,196.48209,426.59295
0.41,60,1019.8,0,0,100,0,0,100,445.89,29.55,43.03,30.04,45,28.77,44.49,30.24,30.957074,62.333789,212.2838,411.4492
0.89,57,1020.5,0,0,100,0,0,100,432.54,25.96,45,26.23,46.67,25.21,46.74,26.28,44.99878,69.487848,226.06199,267.54383
1.19,56,1020,0,0,100,0,0,100,369.35,21.39,46.36,21.41,47.73,20.66,48.53,25.2,59.332379,78.388854,237.91803,63.384136
1.16,57,1020,0,0,100,0,0,100,305.27,15.99,54.16,16.38,56.66,16.18,57.72,21.24,70.202751,85.834763,245.95534,0.16192283
-5.05,86,1029.5,0,0,0,0,0,0,0,0.8,206.57,10.74,39.56,2.55,188.13,7.56,60.554806,79.060556,120.9977,132.23905
-4.29,83,1030,0,0,0,0,0,0,24.03,2.41,243.43,6.44,26.57,2.74,203.2,8.28,46.068839,69.933108,132.8112,205.54818
0.07,63,1029.3,0,0,0,0,0,0,181.56,3.55,293.96,3.6,306.87,2.41,296.57,4.68,31.948186,62.574755,146.44604,315.97245
1.43,54,1027.4,0,0,0,0,0,0,343.54,10.85,354.29,11.17,358.15,11.16,360,13.32,18.840791,57.636227,162.14937,552.13038
1.9,49,1027.4,0,0,0,0,0,0,472.59,19.11,3.24,18.42,4.48,18.06,4.57,21.96,11.458332,55.79238,179.31607,492.32998
1.93,60,1026.6,0,0,0,0,0,0,556.25,19.49,25.14,20.45,26.11,18.51,26.57,24.12,17.917675,57.34844,196.55202,552.04514
3.28,58,1025.6,0,0,0,0,0,0,585.62,20.01,30.26,21.57,33.42,19.77,33.11,23.4,30.850943,62.044221,212.42152,408.28072
3.9,59,1025.3,0,0,0,0,0,0,560.7,21.37,32.62,23.48,35.64,21.18,35.31,25.56,44.937703,69.222806,226.2427,263.97289
3.74,64,1024.5,0,0,0,0,0,0,483.27,22.07,28.24,24.2,30.38,21.92,29.51,27,59.301071,78.148315,238.12414,101.51705
3.17,69,1024.9,0,0,100,0,0,100,362.23,24.34,29.22,28.09,30.84,24.2,30.38,35.28,70.311995,85.69914,246.25855,0.36510417
-4.38,71,1029.7,0,0,0,0,0,0,0,21.79,157.67,38.65,152.24,19.97,152.05,38.16,60.545635,78.833095,120.77307,760.53663
-2.93,80,1029,0,0,1,0,0,1,25.81,28.41,157.66,39.95,155.51,26.47,157.62,43.92,46.030393,69.678753,132.60863,1800.9321
-0.72,83,1029.1,0,0,74,0,0,74,188.68,33.25,160.39,42.14,160.02,32.11,160.35,44.28,31.866378,62.292384,146.28199,2446.9025
0.85,73,1028,0,0,28,0,0,28,351.55,35.57,158.63,43.45,158.11,34.09,158.31,44.64,18.670376,57.329988,162.04929,2848.8113
2.27,68,1026.9,0,0,2,0,0,2,482.38,34.65,156.1,40.94,156.14,32.71,155.97,39.96,11.163179,55.474787,179.30256,3042.2762
4.24,55,1024.3,0,0,0,0,0,0,567.82,37.87,155.87,42.4,156.48,39.15,155.56,41.4,17.72369,57.036781,196.62714,2976.7425
4.91,53,1023.9,0,0,0,0,0,0,598.08,37.04,154.68,41.24,155.22,38.32,154.4,38.52,30.749122,61.752262,212.56517,2661.2573
4.9,54,1023.8,0,0,0,0,0,0,573.16,38.32,153.19,42.66,153.43,39.29,152.73,38.88,44.880709,68.95622,226.42934,2012.8759
4.85,59,1023.9,0,0,0,0,0,0,493.95,36.39,152.93,41.38,153.66,36.4,151.66,38.16,59.273549,77.906777,238.33586,419.42047
4.86,61,1023.9,0,0,0,0,0,0,371.13,34.95,155.02,40.76,155.47,34.94,153.7,38.16,71.941767,86.629549,247.64848,32.106884
-2.78,92,1026.8,0.2,0,100,0,0,100,0,39.96,161.08,49.18,160.77,39.17,162.9,49.68,60.534132,78.600632,120.54755,37.861475
-2.17,88,1027.2,0.1,0,100,0,0,100,28.48,40.64,161.4,48.73,161.03,39.52,163.05,48.96,45.990011,69.419477,132.40552,119.46945
-0.79,79,1026.7,0.1,0,100,0,0,100,187.79,42.92,161.41,48.04,162.11,41.69,163.44,45,31.783186,62.005155,146.1182,354.87786
